gene,counts
ST7L,249.0
CNTN6,249.0
FAM71E1,249.0
MAGOHB,249.0
SDHAF3,249.0
THNSL1,249.0
HEATR1,249.0
ZNF76,249.0
ATF6B,249.0
TMTC2,249.0
GRK5,248.0
PDZD7,248.0
TRMT10A,248.0
PECAM1,248.0
DCLRE1A,248.0
SARS2,248.0
TNFRSF14,248.0
ZNF598,248.0
ADAMTS10,248.0
XRCC1,248.0
PLAC9,248.0
LRFN2,247.0
SEL1L3,247.0
AGBL5,247.0
GCHFR,247.0
AC015712.2,247.0
AC019205.1,247.0
APLNR,247.0
KCTD4,247.0
CABLES2,247.0
SH2D3C,247.0
XPO4,247.0
ROM1,247.0
ERMARD,247.0
WDR83,247.0
SNHG21,247.0
TOR3A,247.0
DPAGT1,247.0
C1QB,247.0
SLC29A4,247.0
PKNOX1,247.0
ERLIN1,246.0
DCBLD1,246.0
TMEM198,246.0
SP4,246.0
SLC25A42,246.0
SPIN3,246.0
ZNF7,246.0
ZNF672,246.0
VPS54,246.0
PARP11,246.0
TOP3A,246.0
GRIK4,245.0
ARHGEF40,245.0
SNX16,245.0
ZSCAN31,245.0
HDHD5,245.0
QSOX2,245.0
ITGB4,245.0
REEP6,245.0
PPAN,245.0
PPRC1,245.0
RAB37,245.0
GRIP1,244.0
ZNF768,244.0
AC245407.2,244.0
NXPH2,244.0
MDM1,244.0
ZXDB,244.0
TP53I11,243.0
BET1L,243.0
ISOC1,243.0
TMLHE,243.0
TGFBR3,243.0
AMDHD2,243.0
GTPBP8,243.0
IL34,243.0
AL139424.2,243.0
EXOG,243.0
GYS1,243.0
VPS37C,243.0
NOTCH4,243.0
LARS2,243.0
LBR,242.0
C4orf33,242.0
THAP2,242.0
GREM2,242.0
MIR3976HG,242.0
SOAT1,242.0
LINC00472,242.0
PIGN,242.0
RASSF3,242.0
LENG1,242.0
ADCY6,241.0
NOA1,241.0
TMEM64,241.0
ZNF496,241.0
SFXN4,241.0
PLIN3,241.0
ISG20L2,241.0
TAP2,241.0
PDE3B,241.0
LYAR,241.0
EIF2D,241.0
AL109809.5,241.0
ITPRIPL2,241.0
GBE1,240.0
SH3BP2,240.0
SDF2L1,240.0
TMEM177,240.0
ZNF568,240.0
ROBO3,240.0
DERA,240.0
RELL1,240.0
N4BP2,240.0
KNSTRN,240.0
C1R,240.0
AP4M1,240.0
ODF2,239.0
AC084036.1,239.0
NEK3,239.0
EFCAB2,239.0
CBFA2T3,239.0
LAMC1,239.0
MERTK,239.0
LPAR6,239.0
PARD3B,239.0
PCDHB14,239.0
RBM15,238.0
DNPEP,238.0
POC1B,238.0
NDC1,238.0
CHRNB1,238.0
GCNT4,238.0
SV2C,238.0
DGKA,238.0
NPAS1,238.0
FASTKD5,238.0
ZNF141,238.0
TLE2,238.0
PRKD1,238.0
ZCCHC8,238.0
SEC22A,238.0
SIPA1L3,238.0
CBWD5,238.0
ADAMTSL2,238.0
LPL,238.0
SNRNP40,237.0
WDR92,237.0
LKAAEAR1,237.0
TMEM98,237.0
CCDC58,237.0
PDSS2,237.0
PANK4,237.0
NLE1,237.0
ADRA1B,237.0
ARRDC1,237.0
PIGC,237.0
NRARP,237.0
ZNF135,237.0
CDH7,237.0
KCNC3,237.0
BDNF-AS,237.0
ZNF354A,236.0
PIK3CD,236.0
CNNM3,236.0
PPT2,236.0
MIIP,236.0
DDX20,236.0
AL355075.4,236.0
RGS10,236.0
TBL3,236.0
LYSMD3,236.0
LINC02822,236.0
TNFSF10,236.0
TMCC3,236.0
IFNAR2,236.0
LINC00467,236.0
GALNS,236.0
IFRD2,235.0
CALCRL,235.0
SLC22A15,235.0
CEP128,235.0
HECTD3,235.0
SEC31B,235.0
KRI1,235.0
PHRF1,235.0
CEMIP2,235.0
ZDHHC11B,235.0
DCAF17,235.0
GALNT10,235.0
TMEM229B,235.0
DGAT2,235.0
ESAM,235.0
CRABP1,235.0
USP28,235.0
TRAF5,234.0
RASGEF1B,234.0
CORO2A,234.0
MREG,234.0
HLA-DQB1,234.0
MET,234.0
FZD4,234.0
METTL2A,234.0
FUCA2,234.0
CLBA1,234.0
PRKCQ-AS1,234.0
ZNF567,233.0
NAALAD2,233.0
YJU2,233.0
WFDC2,233.0
RPP38,233.0
TCP11L1,233.0
SLC39A8,233.0
ZNF653,233.0
INTS2,233.0
SLC49A4,233.0
FCHO1,232.0
DENND6A,232.0
LACTB2,232.0
MAMLD1,232.0
ATPSCKMT,232.0
AC244090.1,232.0
RBFA,232.0
TNFRSF1A,232.0
KCTD21,232.0
RAD9A,232.0
UPRT,232.0
DCAF4,232.0
NUP107,232.0
ALG3,232.0
ABCA1,232.0
HDHD3,232.0
TTC39C,232.0
HS3ST1,231.0
RBM26-AS1,231.0
ARAF,231.0
MOSPD1,231.0
PDE7A,231.0
AC010980.1,231.0
DDX19B,231.0
SH3RF3,231.0
TAF8,231.0
ZNF480,231.0
GEMIN7,231.0
TRAF6,231.0
GID4,231.0
ADCK5,231.0
INTS7,231.0
TGFBR1,231.0
SLC38A9,231.0
TBC1D31,231.0
MELTF,231.0
PRC1,231.0
SPATA6,231.0
IGLON5,230.0
KLK6,230.0
NAF1,230.0
DOK4,230.0
SFMBT2,230.0
TXNL4B,230.0
SETD6,230.0
SLC25A48,230.0
EYA3,230.0
AC005696.4,230.0
MAD2L1,230.0
ENTPD1,230.0
SLC37A4,230.0
RNF152,230.0
UNK,230.0
ZNF521,230.0
PHLDB2,229.0
PLCE1,229.0
WDR78,229.0
FGFRL1,229.0
ZFP64,229.0
MTHFS,229.0
ZCWPW2,229.0
ABCC10,229.0
SCML1,229.0
PLXNA3,229.0
SLC7A6,229.0
GON7,229.0
ZNF615,229.0
LINC01089,229.0
IGFBP4,229.0
CORO1B,229.0
LRRIQ1,229.0
TSEN2,229.0
TMIE,229.0
SMG8,229.0
DNAAF2,228.0
ZNF8,228.0
FLNB,228.0
ZNF333,228.0
FARP2,228.0
EEF2K,228.0
ZNF780A,228.0
TIPARP,228.0
S100A11,228.0
PIGBOS1,228.0
TMEM191C,228.0
NFKBIL1,227.0
BCAT2,227.0
ANO6,227.0
RET,227.0
ZNF430,227.0
NECTIN2,227.0
LRRC8C,227.0
KCNK9,227.0
TULP3,227.0
GSTZ1,227.0
DZANK1,227.0
SLC2A12,227.0
SEC24D,227.0
TTC13,227.0
AGPAT2,227.0
TRPV2,227.0
EFS,227.0
AC074387.1,227.0
SAYSD1,227.0
IL13RA1,227.0
ZBTB22,226.0
ELOVL7,226.0
LCNL1,226.0
GUCD1,226.0
AJ009632.2,226.0
CAD,226.0
HLCS,226.0
AHR,226.0
HAUS3,226.0
LAMB3,226.0
FOXO1,226.0
AC020915.2,226.0
UGDH,225.0
WRAP73,225.0
ARID5A,225.0
AC006141.1,225.0
RRS1,225.0
AC006058.1,225.0
BEST1,225.0
ZNF266,225.0
DOLK,225.0
SCMH1,225.0
ETS1,225.0
LYSMD1,225.0
PROSER1,225.0
SLC31A2,225.0
KHDRBS2-OT,225.0
MTG2,225.0
TRAPPC2B,224.0
TAMM41,224.0
UNC5B,224.0
ZNF414,224.0
PSPH,224.0
TTI1,224.0
POMT2,224.0
ZGPAT,224.0
DECR2,224.0
ENG,224.0
GADD45B,224.0
LINC00511,224.0
CYS1,224.0
RNF217,224.0
AL138756.1,224.0
TCEANC2,224.0
TTC28,224.0
RALGPS2,224.0
AC015871.1,224.0
GSAP,224.0
UBASH3B,224.0
RPP25,224.0
ATAD3A,224.0
DUSP2,223.0
TAF6L,223.0
CNNM4,223.0
PPARGC1B,223.0
STN1,223.0
AL117329.1,223.0
COL1A2,223.0
SLC16A9,223.0
PDGFC,223.0
SUSD1,223.0
CCDC126,223.0
PEX11A,223.0
BBS5,223.0
HYLS1,223.0
THAP1,223.0
AXIN1,223.0
AC026790.1,223.0
AMY2B,223.0
AMMECR1L,223.0
AAMDC,222.0
CITED4,222.0
MLIP,222.0
MED11,222.0
PUS7,222.0
CPM,222.0
LINC00963,222.0
ENGASE,222.0
RSKR,222.0
SLC12A7,222.0
MAD2L2,222.0
SYCP2,222.0
MYO15B,222.0
C2orf42,222.0
PLA2G4B,222.0
SLC7A10,222.0
NME6,222.0
ZNF880,221.0
DENND1B,221.0
NIP7,221.0
GPR83,221.0
CD53,221.0
CARMN,221.0
PLEKHO2,221.0
CDRT4,221.0
SIRT7,221.0
TMEM17,221.0
ASAP3,221.0
AC073365.1,221.0
LIPE-AS1,221.0
STPG1,221.0
ZBTB40,221.0
CKS1B,220.0
HS3ST5,220.0
ZNF136,220.0
C6orf226,220.0
ANKRD37,220.0
TMEM161A,220.0
YRDC,220.0
STK11IP,220.0
ANKRD16,220.0
SERTAD4,220.0
AC015540.1,220.0
LINC00622,220.0
FAM200A,220.0
INTS12,220.0
C9orf116,220.0
FRMD6,220.0
SPAG1,220.0
RPRM,220.0
DIPK1C,220.0
ST8SIA4,220.0
SDSL,220.0
ANKS6,219.0
FAM43B,219.0
AP002381.2,219.0
PRR5,219.0
PCSK6,219.0
TP53I13,219.0
APOLD1,219.0
EPHB2,219.0
LHFPL2,219.0
RIT1,219.0
LTO1,219.0
ZNF839,219.0
SIRT6,219.0
ABCC9,219.0
JRK,219.0
CROCC,219.0
BRMS1,219.0
AGAP4,219.0
NUDT6,219.0
GTPBP2,218.0
FIZ1,218.0
NFKBIB,218.0
TANGO6,218.0
PDCL,218.0
INPP5B,218.0
ECT2,218.0
ZBED3,218.0
TBC1D2B,218.0
MAP2K3,218.0
AL136981.3,218.0
AGA,218.0
BAG2,217.0
HDAC7,217.0
PLAGL1,217.0
OPRD1,217.0
NEDD9,217.0
KIF26B,217.0
ENTPD5,217.0
NECAP2,217.0
TMEM8A,217.0
R3HCC1L,217.0
HRH1,217.0
MRGBP,217.0
PALMD,217.0
CD276,217.0
AC027682.6,217.0
MOCS3,217.0
TMED1,217.0
PARP3,217.0
AC125616.1,217.0
IL17RB,217.0
KRBA1,216.0
DTYMK,216.0
PPP2R1B,216.0
NKIRAS2,216.0
LAMA4,216.0
ALKBH2,216.0
FUCA1,216.0
TMEM80,216.0
PGBD4,216.0
LRCH4,216.0
P3H4,216.0
CLHC1,216.0
RECQL5,216.0
SIMC1,216.0
ASAH2B,215.0
SLC6A6,215.0
MANEA,215.0
TRBC2,215.0
LMNB2,215.0
RERGL,215.0
ZNF354B,215.0
GPR173,215.0
CLDND2,215.0
AC145207.5,215.0
PAXIP1-AS1,215.0
NRP2,215.0
TMEM169,215.0
SHROOM3,215.0
HELQ,215.0
GPLD1,215.0
C21orf91,215.0
RTN4IP1,214.0
SETMAR,214.0
AC007405.3,214.0
GLIDR,214.0
TSTD3,214.0
DNAH10OS,214.0
ALDH1B1,214.0
DRAM2,214.0
TMEM132C,214.0
SF3A2,214.0
TRIM25,214.0
ST3GAL4,214.0
EEFSEC,214.0
PLEKHH3,214.0
SPACA6,213.0
ZNF420,213.0
GMEB1,213.0
FGGY,213.0
PUS1,213.0
TMEM39B,213.0
FZD8,213.0
LINC01102,213.0
FLRT1,213.0
DSN1,213.0
FBXW9,213.0
ALKBH8,213.0
OSBPL5,213.0
ZNF766,212.0
REC8,212.0
HIST1H2AC,212.0
STK17B,212.0
MYO1C,212.0
MLYCD,212.0
ANXA1,212.0
HMG20B,212.0
PEX13,212.0
RASA4,212.0
XYLT2,212.0
IL11RA,212.0
ZC4H2,212.0
RFX1,212.0
UBA6-AS1,212.0
RBM12B,212.0
SLC38A3,211.0
DENND4C,211.0
OLR1,211.0
FBXL4,211.0
ZNF740,211.0
KCNK10,211.0
BGLAP,211.0
LINC01011,211.0
MED12,211.0
SEMA4B,210.0
CCDC18-AS1,210.0
IFFO2,210.0
TMEM251,210.0
SNHG12,210.0
ZNF777,210.0
S100A4,210.0
ANGPTL4,210.0
INTS5,210.0
ZBTB34,210.0
P2RX4,210.0
TRHDE-AS1,210.0
ZNF436-AS1,210.0
CFAP43,210.0
TSPAN9,210.0
FAM89A,210.0
KLF15,210.0
CLN3,210.0
AC068888.1,210.0
MRM3,210.0
TJAP1,210.0
ZNF347,209.0
ZNF749,209.0
TTF2,209.0
NUP43,209.0
GTF2H2,209.0
SH2B3,209.0
ZNF438,209.0
SEMA5B,209.0
MMACHC,209.0
ZNF714,209.0
ITGA1,209.0
ENOSF1,209.0
COMTD1,209.0
MGAT2,209.0
AL596244.1,209.0
CTDP1,209.0
N6AMT1,209.0
AC090578.1,209.0
MN1,208.0
CKLF,208.0
LRWD1,208.0
PRDM16,208.0
VSTM4,208.0
RAMP2,208.0
DAB1,208.0
TRAFD1,208.0
ZNF432,208.0
LPCAT2,208.0
CCNA1,208.0
RGS3,208.0
HSPB3,208.0
TET3,208.0
MYH7B,208.0
TOX3,208.0
PIPOX,208.0
RARB,208.0
BNIP1,208.0
PCBP3,207.0
SLC9A8,207.0
FBXO8,207.0
FSTL4,207.0
ZFY,207.0
MACROD1,207.0
AC120036.4,207.0
SMIM10,207.0
RALGAPA2,207.0
ZNF594,207.0
C2CD3,207.0
SUMF1,207.0
AL589740.1,207.0
C2orf88,207.0
SLC39A1,207.0
FXN,207.0
FBXO16,207.0
LINC00847,207.0
PRMT3,207.0
UHRF1BP1,207.0
POFUT2,206.0
VPS37D,206.0
NAGLU,206.0
KCNG1,206.0
NHSL2,206.0
FHIT,206.0
PUS3,206.0
EPHA7,206.0
COPG2,206.0
ZNF219,206.0
PIK3C2B,206.0
ATP6V0A2,206.0
ZNF778,206.0
PSMG3-AS1,206.0
AMIGO2,206.0
TRIP4,206.0
CNTN5,206.0
ACACB,206.0
CCSER1,206.0
TSPAN6,206.0
GTF2E2,205.0
SNX8,205.0
KCNJ11,205.0
LDHD,205.0
ASB7,205.0
GJC1,205.0
LRTOMT,205.0
SGO2,205.0
ZNF697,205.0
TOM1L1,205.0
MBD6,205.0
RTBDN,205.0
MTRNR2L11,205.0
GIMAP4,205.0
OSBPL7,205.0
ERF,205.0
AGFG2,205.0
AC007566.1,204.0
SPRY1,204.0
LMOD1,204.0
TRIT1,204.0
IRS1,204.0
PYDC1,204.0
NFKBIE,204.0
ETV6,204.0
ZNF675,204.0
DNAH1,204.0
ZNF449,204.0
MTERF3,204.0
AP000766.1,204.0
POLR3D,204.0
AP002784.1,204.0
GALNT14,204.0
AAAS,204.0
ZNF169,203.0
PCNX3,203.0
TRIB1,203.0
TANC1,203.0
GIMAP7,203.0
TMEM176A,203.0
DNAJC17,203.0
MYOM1,203.0
CTBP1-DT,203.0
CREB3L2,203.0
MSC-AS1,203.0
FBXO17,203.0
LINC00685,203.0
POU3F1,203.0
TRIM68,202.0
ZNF557,202.0
PEX7,202.0
SMYD4,202.0
ZBTB48,202.0
MIR600HG,202.0
STIMATE,202.0
WDR89,202.0
C2orf76,202.0
HIGD1B,202.0
HUS1,202.0
SERPINB9,202.0
CBFB,202.0
FKBP14,202.0
JAK2,202.0
TRMT10B,202.0
TGFBR2,201.0
LINC02035,201.0
AC009120.2,201.0
MANBA,201.0
HDAC10,201.0
PRSS23,201.0
TIMM8A,201.0
AF117829.1,201.0
LINC01608,201.0
MAATS1,201.0
ZNF829,201.0
ADCK1,201.0
PNPLA7,201.0
SLC46A1,201.0
CCDC80,201.0
ADPRHL1,201.0
NMB,201.0
RASGRP3,201.0
PARP9,201.0
SOD3,201.0
KIF6,201.0
TBCEL,201.0
ELMOD3,201.0
DVL2,201.0
CACTIN,200.0
JMJD7,200.0
SCLY,200.0
DMKN,200.0
URB1-AS1,200.0
SLC38A6,200.0
PIDD1,200.0
ZNF814,200.0
PATJ,200.0
AC011603.2,200.0
EEF1AKMT1,200.0
EML5,200.0
DNALI1,199.0
C11orf80,199.0
KDM6A,199.0
MAP7D3,199.0
ARHGAP17,199.0
ZNF143,199.0
SLC52A2,199.0
ARSB,199.0
Z83843.1,199.0
DOLPP1,199.0
SYCE1,199.0
APBB1IP,199.0
RMI1,199.0
GPR161,199.0
NOS1,198.0
SLC66A1,198.0
VRK2,198.0
BORCS6,198.0
AL136038.5,198.0
COX10,198.0
OMA1,198.0
CYP2U1,198.0
DXO,198.0
AL359764.2,198.0
BTG2,198.0
PPM1J,198.0
CPT2,198.0
ZNF213-AS1,198.0
LINC00476,198.0
TBC1D10A,198.0
ZNF891,198.0
SP1,197.0
RACGAP1,197.0
PDCD2L,197.0
DESI2,197.0
AC096576.6,197.0
AC010198.2,197.0
PACRG,197.0
KANSL1L,197.0
SYNC,197.0
GPATCH3,197.0
AC004540.1,197.0
ZKSCAN2,197.0
AL021368.2,197.0
AL353796.1,196.0
AIFM2,196.0
AKR1C3,196.0
FAM184B,196.0
PHKA2,196.0
PHYKPL,196.0
LINC01409,196.0
PPM1M,196.0
RDH13,196.0
BHLHE22,196.0
POT1,196.0
USP3,196.0
RRNAD1,195.0
PDGFB,195.0
AC024060.2,195.0
OGFOD3,195.0
PBX2,195.0
CNTNAP5,195.0
MRRF,195.0
ABCA7,195.0
CCBE1,195.0
PLEKHH2,195.0
NEURL1B,195.0
NUDT18,195.0
APLN,195.0
FASTKD3,195.0
RFXAP,195.0
AZIN1-AS1,195.0
SLC44A5,195.0
ACBD4,195.0
CD44,194.0
FN3K,194.0
TC2N,194.0
ZNF394,194.0
ZNF500,194.0
LINC01252,194.0
DDX58,194.0
PNMA6F,194.0
CCDC68,194.0
STYX,194.0
TNKS1BP1,194.0
AC004812.2,194.0
DAB2,194.0
POP1,194.0
ZNF516,194.0
NRAV,194.0
AC026979.2,194.0
OTULIN,194.0
BCOR,194.0
RECK,193.0
PLCXD1,193.0
ARMC7,193.0
AS3MT,193.0
ZBTB6,193.0
TRABD,193.0
Z99572.1,193.0
ACKR1,193.0
DHX58,193.0
RMST,193.0
ZNF213,193.0
TCERG1L,193.0
MINCR,193.0
IKZF4,193.0
ZRANB3,192.0
PATL1,192.0
JAK3,192.0
ATP23,192.0
SEPTIN1,192.0
TRIM35,192.0
PNOC,192.0
ZNF417,192.0
SEC16B,192.0
DMPK,192.0
ZW10,192.0
RBM24,192.0
SNHG3,192.0
ZKSCAN8,192.0
ANKRD20A4,191.0
PLSCR1,191.0
MEX3D,191.0
C3orf62,191.0
NFIL3,191.0
EXOC3-AS1,191.0
PIGL,191.0
MIR4435-2HG,191.0
FCSK,191.0
XXYLT1,191.0
MATN2,191.0
UMPS,191.0
LTBP4,191.0
HSD17B7,191.0
DENND2A,191.0
FBLN7,191.0
CAPN15,191.0
PCDHB10,190.0
UBIAD1,190.0
EEPD1,190.0
TEN1,190.0
EIF4EBP3,190.0
NOP14-AS1,190.0
STARD9,190.0
LFNG,190.0
ZNF862,190.0
CYB561D2,190.0
ZNF425,190.0
LINC02591,190.0
MOCS1,190.0
PPP2R3B,190.0
SMPDL3A,190.0
UBE3D,190.0
SNTB1,190.0
FRMD8,190.0
AC093227.1,189.0
HAUS7,189.0
GK,189.0
ENKD1,189.0
VAV2,189.0
PDE6B,189.0
ARRDC1-AS1,189.0
WDR25,189.0
GPR63,189.0
APTR,189.0
PIR,189.0
TUBD1,189.0
SLC30A6,189.0
CHADL,189.0
LYPD6,189.0
INO80C,189.0
HEXIM2,189.0
CCN1,189.0
TRAM2-AS1,189.0
ZNF212,189.0
MCU,189.0
MAP3K21,189.0
SNHG20,188.0
IFI44,188.0
NEXN,188.0
WIPI1,188.0
CRY1,188.0
ZNF419,188.0
ZNF524,188.0
EXOSC3,188.0
ZNF282,188.0
EIF2AK3,188.0
BCAR3,188.0
CCHCR1,188.0
WDR27,188.0
HPS6,188.0
SETDB1,188.0
ACVR1,188.0
EPHB3,188.0
PIGV,188.0
MCEE,188.0
APOL6,188.0
Z95115.1,188.0
TMEM201,188.0
USP21,188.0
AL391840.1,188.0
COL4A5,187.0
ZNF625,187.0
VHL,187.0
RFPL2,187.0
RASGEF1C,187.0
IL1RAP,187.0
HEMK1,187.0
MHENCR,187.0
FANCM,187.0
KYAT1,187.0
ZNF10,187.0
TMEM164,187.0
UTP15,187.0
ABCG1,187.0
LCP2,187.0
DEPP1,187.0
CXorf40B,187.0
AC010857.1,186.0
DNASE1,186.0
OCLN,186.0
RBM34,186.0
TP53RK,186.0
GGT5,186.0
FRAS1,186.0
RTKN,186.0
CCDC39,186.0
IL17RA,186.0
ACOT2,186.0
C19orf81,186.0
STK33,186.0
NINL,186.0
ABCA9,186.0
RBM45,186.0
TSPAN15,185.0
PEX12,185.0
CCDC189,185.0
C9orf85,185.0
TEDC1,185.0
ISYNA1,185.0
KLHL15,185.0
PACC1,185.0
ADCY7,185.0
ZHX2,185.0
ENTPD1-AS1,185.0
LINC01122,185.0
ZNF883,185.0
F8A1,185.0
ATF7,185.0
SP110,185.0
KCNK4,184.0
ISLR2,184.0
ZNF561,184.0
CSPG4,184.0
TYW1,184.0
HEATR6,184.0
FANCF,184.0
PHYHD1,184.0
SLC12A8,184.0
BX284668.5,184.0
MID1,184.0
AQP11,184.0
ERMAP,184.0
RFC4,184.0
GMEB2,184.0
FAM118A,184.0
IFT140,184.0
ZC3HC1,184.0
MTM1,184.0
BTD,183.0
TMEM53,183.0
SOX9-AS1,183.0
CSDC2,183.0
SHISA6,183.0
TMEM67,183.0
NPIPB15,183.0
FGF7,183.0
RPP40,183.0
ZNF561-AS1,183.0
AC093330.1,183.0
LDAH,183.0
SWT1,183.0
NADSYN1,183.0
LRRC34,183.0
HTR3B,183.0
UST,183.0
LRRC42,183.0
AC008708.2,182.0
MDK,182.0
PPFIBP2,182.0
CTU2,182.0
PRR3,182.0
CCDC51,182.0
IPP,182.0
AL023284.4,182.0
ZNF689,182.0
NMNAT1,182.0
FNDC3B,182.0
HMBS,182.0
DCTN1-AS1,182.0
GLDC,182.0
ZCWPW1,182.0
SRP14-AS1,182.0
ABHD12B,182.0
DBF4,181.0
PLGLB1,181.0
AL022328.4,181.0
PRKD3,181.0
ABCG4,181.0
AVEN,181.0
LINGO2,181.0
EMP3,181.0
ZNF74,181.0
EEF2KMT,181.0
PFAS,181.0
PLCD1,181.0
LINC00957,181.0
ATF1,181.0
CBR3,181.0
PSMB8,181.0
MCHR1,181.0
RBM7,181.0
CYP2E1,180.0
BRICD5,180.0
COL4A2,180.0
DCLRE1C,180.0
SLC35E4,180.0
PKIB,180.0
EOGT,180.0
GTF2E1,180.0
LINS1,180.0
LINC01006,180.0
LINC01140,180.0
TRIM66,180.0
THSD1,180.0
CRPPA,180.0
CABYR,180.0
KCNAB3,180.0
MSANTD2,180.0
AC016717.2,180.0
CYBB,180.0
RIC1,180.0
AC105942.1,180.0
CEBPA,180.0
PRR4,180.0
ALOX12-AS1,180.0
KIAA1755,180.0
ZNF140,179.0
AC005562.1,179.0
EBF4,179.0
H6PD,179.0
SESN2,179.0
KCNH7,179.0
STK36,179.0
IRF2BP1,179.0
PPP1R3D,179.0
MTERF1,179.0
SMARCD2,179.0
PUSL1,179.0
CITED1,179.0
PLOD3,179.0
ZNF304,179.0
C2orf68,179.0
AC016588.2,179.0
SUCLG2-AS1,179.0
PLPP6,179.0
RINL,178.0
ARHGEF1,178.0
HSPA14,178.0
RTEL1,178.0
RCSD1,178.0
UCN,178.0
CAPS,178.0
ANXA2,178.0
ELL,178.0
MITF,178.0
SLC25A24,178.0
SHROOM4,178.0
BBS9,178.0
METTL22,178.0
ZNF696,178.0
KLHL35,178.0
PTPN21,178.0
OBI1-AS1,178.0
AC036176.1,177.0
P3H1,177.0
ZNF835,177.0
SLC40A1,177.0
NAIP,177.0
NPR2,177.0
STK38,177.0
CNN1,177.0
AC245297.2,177.0
ZSCAN21,177.0
SP2,177.0
DHRS12,177.0
SHB,177.0
CCDC180,177.0
LMAN2L,177.0
PTCD1,177.0
AL049840.5,177.0
DNAJC28,176.0
SLC38A5,176.0
RPUSD2,176.0
ZNF528-AS1,176.0
ZNF577,176.0
CSMD2,176.0
FAM66C,176.0
AL451165.2,176.0
AC116565.1,176.0
NRF1,176.0
CLUL1,176.0
MTA2,176.0
RBM38,176.0
PPEF1,176.0
RRAS2,176.0
HAPLN1,176.0
ZNF585B,176.0
KCTD5,176.0
NUP188,176.0
ADRA2A,176.0
FSIP1,176.0
PUDP,176.0
KCNJ12,176.0
AP006621.3,176.0
AC244033.2,176.0
ASGR1,175.0
CYB561A3,175.0
DNAH14,175.0
LINC00839,175.0
TMIGD3,175.0
ATP6V1E2,175.0
AMPD3,175.0
DCPS,175.0
TMEM241,175.0
AC239809.3,175.0
FICD,175.0
PRELID3A,175.0
EBF1,175.0
ATPAF2,175.0
GPR61,175.0
FCGR3A,175.0
AC093673.2,174.0
MIER2,174.0
SPR,174.0
GBP4,174.0
DCHS2,174.0
INTS4,174.0
CHSY1,174.0
CUL7,174.0
IFIH1,174.0
NDUFA4L2,174.0
PGAP2,173.0
GLRA2,173.0
METRNL,173.0
PTTG1,173.0
UBTD1,173.0
MAML2,173.0
CCDC69,173.0
PCGF6,173.0
CYP2J2,173.0
OGFOD2,173.0
ASCC2,173.0
TRIM65,173.0
LINC01503,173.0
SLC39A11,173.0
EPHA10,172.0
MEGF11,172.0
MIR1915HG,172.0
NPHP4,172.0
PROS1,172.0
PSPN,172.0
ZBTB46,172.0
HVCN1,172.0
MDFIC,172.0
TM4SF1,172.0
RRAS,172.0
AC127502.2,172.0
DSE,171.0
AC025165.5,171.0
C16orf95,171.0
SCN9A,171.0
CMTR2,171.0
HULC,171.0
RAB11B-AS1,171.0
NPL,171.0
COL4A1,171.0
IPMK,171.0
CDC42EP1,171.0
PENK,171.0
CCDC71L,170.0
ZNF439,170.0
TAP1,170.0
AC040168.1,170.0
PRDM10,170.0
TRIM39,170.0
FAH,170.0
ZNF677,170.0
MASP1,170.0
AC010624.2,170.0
LPCAT3,170.0
PAXIP1-AS2,170.0
ARHGAP22,170.0
SGSH,170.0
IRAK1BP1,169.0
RNF166,169.0
PGAP3,169.0
BTNL9,169.0
THAP6,169.0
TOP3B,169.0
DBR1,169.0
NUDT19,169.0
LRCH1,169.0
KCNK2,169.0
PDE5A,169.0
PAXIP1,169.0
RASSF1,169.0
PDLIM4,169.0
AC007952.4,169.0
ZNF324,169.0
NUBP1,169.0
ELK3,168.0
TFB2M,168.0
TCIM,168.0
NBPF14,168.0
DUXAP8,168.0
KLF3-AS1,168.0
TIGD7,168.0
MAML1,168.0
SLC38A11,168.0
AC005332.4,168.0
NMNAT3,168.0
BAX,168.0
CASP9,168.0
FBLN5,168.0
ZNF658,168.0
AF111167.2,168.0
ARHGAP24,167.0
LINC01018,167.0
CARD8,167.0
HIST1H1C,167.0
ABCA10,167.0
ATF3,167.0
CXorf38,167.0
ZNF606,167.0
H2AFY2,167.0
MOB3A,167.0
HYAL3,167.0
ALG10B,167.0
ZFP37,167.0
COL25A1,167.0
NAA40,167.0
MAP3K2-DT,167.0
FZD1,167.0
ZNF611,167.0
UBXN10,167.0
PXN,167.0
KCTD18,167.0
TTC32,167.0
TMEM159,167.0
AC132872.1,167.0
POLA1,167.0
AP4E1,167.0
GPRC5C,167.0
MARCH4,166.0
ATP6AP1L,166.0
DNAH6,166.0
BRPF1,166.0
PLGRKT,166.0
SDK2,166.0
MKX,166.0
ARL6IP6,166.0
ZNHIT2,166.0
AL109627.1,166.0
AL390728.6,166.0
SAPCD2,166.0
HHLA3,165.0
CD34,165.0
MTHFD2,165.0
SLX4IP,165.0
TMC6,165.0
NUP210,165.0
BAALC-AS1,165.0
WDR81,165.0
CFAP69,165.0
ZNF267,165.0
TAF4,165.0
MMAA,165.0
KIAA1958,165.0
RSAD2,165.0
ZNF717,165.0
ZNF775,165.0
CSRNP1,165.0
AC004148.1,165.0
CPT1B,165.0
ZC3H3,165.0
TNFSF13B,165.0
ACKR3,165.0
DEPTOR,164.0
CCDC18,164.0
C17orf100,164.0
CDH19,164.0
ZNF846,164.0
REL,164.0
BCL10,164.0
ZSCAN32,164.0
